customer_id,decision,matched_uid
C737946,MATCH,SDN-95271
C942365,NO_MATCH,
C630247,NO_MATCH,
C814326,MATCH,SDN-45592
C771302,NO_MATCH,
C343146,NO_MATCH,
C208299,NO_MATCH,
C118871,MATCH,SDN-68071
C925699,NO_MATCH,
C611890,NO_MATCH,
C689291,NO_MATCH,
C717934,NO_MATCH,
C873851,NO_MATCH,
C342219,NO_MATCH,
C255697,NO_MATCH,
C957292,NO_MATCH,
C960032,NO_MATCH,
C974240,NO_MATCH,
C771741,NO_MATCH,
C528979,NO_MATCH,
C235472,MATCH,SDN-18364
C986337,MATCH,SDN-26728
C847133,NO_MATCH,
C907591,NO_MATCH,
C716329,NO_MATCH,
C987998,NO_MATCH,
C631057,NO_MATCH,
C851079,NO_MATCH,
C393456,NO_MATCH,
C963805,MATCH,SDN-56508
C233756,MATCH,SDN-94306
C663821,NO_MATCH,
C688635,NO_MATCH,
C119363,NO_MATCH,
C989604,NO_MATCH,
C631210,NO_MATCH,
C687490,NO_MATCH,
C811943,NO_MATCH,
C653680,NO_MATCH,
C628701,MATCH,SDN-56229
C343287,MATCH,SDN-32503
C521943,MATCH,SDN-29211
C705355,MATCH,SDN-59697
C722025,NO_MATCH,
C977356,NO_MATCH,
C548486,NO_MATCH,
C357755,NO_MATCH,
C616135,MATCH,SDN-74379
C606860,NO_MATCH,
C734157,NO_MATCH,
C594804,NO_MATCH,
C588944,NO_MATCH,
C320589,NO_MATCH,
C279084,NO_MATCH,
C553727,NO_MATCH,
C569528,MATCH,SDN-85746
C720509,NO_MATCH,
C481858,NO_MATCH,
C694700,NO_MATCH,
C366293,NO_MATCH,
C202313,NO_MATCH,
C528723,NO_MATCH,
C322704,NO_MATCH,
C220207,MATCH,SDN-78664
C283453,NO_MATCH,
C864269,NO_MATCH,
C965619,NO_MATCH,
C902590,NO_MATCH,
C353011,NO_MATCH,
C866658,NO_MATCH,
C406306,NO_MATCH,
C719335,NO_MATCH,
C923968,NO_MATCH,
C917448,NO_MATCH,
C894943,NO_MATCH,
C920578,NO_MATCH,
C337581,NO_MATCH,
C204500,NO_MATCH,
C755496,NO_MATCH,
C749417,NO_MATCH,
C500617,NO_MATCH,
C631825,MATCH,SDN-76118
C103352,NO_MATCH,
C524653,NO_MATCH,
C796800,MATCH,SDN-68694
C217610,NO_MATCH,
C988733,NO_MATCH,
C159328,NO_MATCH,
C128083,NO_MATCH,
C850336,NO_MATCH,
C608192,NO_MATCH,
C284964,MATCH,SDN-86044
C942378,NO_MATCH,
C968923,NO_MATCH,
C231603,NO_MATCH,
C257147,NO_MATCH,
C343382,NO_MATCH,
C741285,NO_MATCH,
C162348,NO_MATCH,
C784845,NO_MATCH,
C892028,NO_MATCH,
C227184,NO_MATCH,
C546240,NO_MATCH,
C180865,MATCH,SDN-53729
C127310,NO_MATCH,
C808514,NO_MATCH,
C902522,MATCH,SDN-60227
C310963,NO_MATCH,
C665582,NO_MATCH,
C143792,NO_MATCH,
C490429,NO_MATCH,
C339453,NO_MATCH,
C302923,NO_MATCH,
C297539,NO_MATCH,
C432864,NO_MATCH,
C613268,NO_MATCH,
C244752,NO_MATCH,
C395607,NO_MATCH,
C663019,NO_MATCH,
C150678,NO_MATCH,
C880679,NO_MATCH,
C431971,NO_MATCH,
C668431,NO_MATCH,
C649354,NO_MATCH,
C690092,NO_MATCH,
C209865,NO_MATCH,
C457910,MATCH,SDN-65624
C157296,NO_MATCH,
C834790,MATCH,SDN-62976
C611830,MATCH,SDN-79748
C173592,NO_MATCH,
C219792,NO_MATCH,
C581552,NO_MATCH,
C315043,NO_MATCH,
C570456,NO_MATCH,
C387316,NO_MATCH,
C737086,NO_MATCH,
C425955,NO_MATCH,
C172701,NO_MATCH,
C778716,NO_MATCH,
C311125,NO_MATCH,
C263977,NO_MATCH,
C794563,NO_MATCH,
C594864,MATCH,SDN-42490
C743967,NO_MATCH,
C730893,NO_MATCH,
C299771,NO_MATCH,
C365205,NO_MATCH,
C163805,NO_MATCH,
C368191,NO_MATCH,
C599763,NO_MATCH,
C740676,NO_MATCH,
C903364,NO_MATCH,
C784704,NO_MATCH,
C908990,MATCH,SDN-60551
C146846,NO_MATCH,
C749089,NO_MATCH,
C448496,MATCH,SDN-19794
C905548,NO_MATCH,
C144471,NO_MATCH,
C305525,NO_MATCH,
C856761,NO_MATCH,
C277958,NO_MATCH,
C336529,NO_MATCH,
C523119,NO_MATCH,
C169788,MATCH,SDN-60331
C442040,NO_MATCH,
C715101,NO_MATCH,
C542124,NO_MATCH,
C944298,NO_MATCH,
C947883,NO_MATCH,
C846789,NO_MATCH,
C853060,NO_MATCH,
C315884,NO_MATCH,
C975644,NO_MATCH,
C713800,NO_MATCH,
C436610,NO_MATCH,
C858313,NO_MATCH,
C738872,NO_MATCH,
C743702,NO_MATCH,
C953105,MATCH,SDN-86414
C621516,MATCH,SDN-17197
C421628,NO_MATCH,
C483836,NO_MATCH,
C591285,NO_MATCH,
C873776,NO_MATCH,
C510318,NO_MATCH,
C591785,NO_MATCH,
C187557,MATCH,SDN-32359
C388068,MATCH,SDN-79978
C951794,NO_MATCH,
C131497,NO_MATCH,
C267215,MATCH,SDN-28043
C715026,MATCH,SDN-94769
C771754,NO_MATCH,
C823335,NO_MATCH,
C124066,NO_MATCH,
C476723,NO_MATCH,
C612388,NO_MATCH,
C250483,NO_MATCH,
C539573,NO_MATCH,
C904622,NO_MATCH,
C110965,NO_MATCH,
C723505,NO_MATCH,
C450236,NO_MATCH,
C369063,NO_MATCH,
C552774,NO_MATCH,
C803495,NO_MATCH,
C875685,MATCH,SDN-12505
C227943,NO_MATCH,
C928277,NO_MATCH,
C677870,NO_MATCH,
C336117,NO_MATCH,
C641359,NO_MATCH,
C884314,NO_MATCH,
C506367,NO_MATCH,
C160147,NO_MATCH,
C704037,NO_MATCH,
C638980,NO_MATCH,
C134025,NO_MATCH,
C753256,NO_MATCH,
C638880,NO_MATCH,
C992096,NO_MATCH,
C237715,MATCH,SDN-64435
C845839,MATCH,SDN-31805
C563167,NO_MATCH,
C606619,NO_MATCH,
C910962,NO_MATCH,
C479225,NO_MATCH,
C695994,MATCH,SDN-91576
C664716,MATCH,SDN-62089
C949134,NO_MATCH,
C596140,NO_MATCH,
C747036,NO_MATCH,
C281018,NO_MATCH,
C892180,NO_MATCH,
C172610,MATCH,SDN-18695
C943906,NO_MATCH,
C959384,NO_MATCH,
C421193,MATCH,SDN-55152
C953011,NO_MATCH,
C766353,MATCH,SDN-69115
C119590,NO_MATCH,
C501065,NO_MATCH,
C368361,NO_MATCH,
C759422,NO_MATCH,
C259856,NO_MATCH,
C359014,MATCH,SDN-29743
C372397,NO_MATCH,
C492658,MATCH,SDN-16793
C310360,MATCH,SDN-79266
C491614,NO_MATCH,
C763444,NO_MATCH,
C747895,NO_MATCH,
C169481,NO_MATCH,
C122723,NO_MATCH,
C282728,NO_MATCH,
C548387,NO_MATCH,
C684913,NO_MATCH,
C544476,MATCH,SDN-86303
C203139,MATCH,SDN-65563
C554092,NO_MATCH,
C638214,NO_MATCH,
C103807,NO_MATCH,
C311325,NO_MATCH,
C739851,NO_MATCH,
C777311,NO_MATCH,
C293844,NO_MATCH,
C722941,NO_MATCH,
C643072,NO_MATCH,
C303407,NO_MATCH,
C315283,NO_MATCH,
C727854,MATCH,SDN-95645
C610405,NO_MATCH,
C958572,NO_MATCH,
C482702,NO_MATCH,
C777270,NO_MATCH,
C627922,NO_MATCH,
C603298,NO_MATCH,
C808329,NO_MATCH,
C743613,NO_MATCH,
C296039,NO_MATCH,
C105212,NO_MATCH,
C627770,NO_MATCH,
C876874,NO_MATCH,
C804544,NO_MATCH,
C419221,NO_MATCH,
C629920,NO_MATCH,
C429381,NO_MATCH,
C103179,NO_MATCH,
C234264,NO_MATCH,
C635716,NO_MATCH,
C409523,NO_MATCH,
C851010,NO_MATCH,
C688755,MATCH,SDN-23593
C561183,NO_MATCH,
C124464,NO_MATCH,
C867344,NO_MATCH,
C270300,NO_MATCH,
C372341,NO_MATCH,
C666394,NO_MATCH,
C883665,NO_MATCH,
C345975,NO_MATCH,
C647785,NO_MATCH,
C322061,NO_MATCH,
C928351,NO_MATCH,
C869628,NO_MATCH,
C636942,NO_MATCH,
C353180,NO_MATCH,
C773099,NO_MATCH,
C587456,NO_MATCH,
C987658,NO_MATCH,
C939739,MATCH,SDN-67627
C362510,MATCH,SDN-10837
C233562,NO_MATCH,
C298187,NO_MATCH,
C572667,NO_MATCH,
C992843,NO_MATCH,
C753473,NO_MATCH,
C464847,NO_MATCH,
C792497,NO_MATCH,
C632179,NO_MATCH,
C237076,NO_MATCH,
C824955,NO_MATCH,
C351314,NO_MATCH,
C878606,NO_MATCH,
C720317,NO_MATCH,
C847696,NO_MATCH,
C662992,MATCH,SDN-22908
C901345,NO_MATCH,
C580495,NO_MATCH,
C123800,NO_MATCH,
C198271,NO_MATCH,
C141627,NO_MATCH,
C742812,NO_MATCH,
C625231,NO_MATCH,
C111293,NO_MATCH,
C644802,NO_MATCH,
C435660,NO_MATCH,
C141310,NO_MATCH,
C325314,NO_MATCH,
C621135,NO_MATCH,
C694418,MATCH,SDN-13075
C161386,NO_MATCH,
C444830,NO_MATCH,
C645511,NO_MATCH,
C569299,NO_MATCH,
C571719,NO_MATCH,
C436079,NO_MATCH,
C357707,NO_MATCH,
C426464,NO_MATCH,
C228133,NO_MATCH,
C674437,NO_MATCH,
C400028,NO_MATCH,
C298768,NO_MATCH,
C688681,NO_MATCH,
C675480,NO_MATCH,
C134263,NO_MATCH,
C749643,NO_MATCH,
C274782,MATCH,SDN-44155
C735752,NO_MATCH,
C994830,NO_MATCH,
C998652,MATCH,SDN-59212
C850137,NO_MATCH,
C193488,NO_MATCH,
C586381,NO_MATCH,
C528312,NO_MATCH,
C835015,NO_MATCH,
C528763,NO_MATCH,
C640311,NO_MATCH,
C535617,MATCH,SDN-28376
C522270,NO_MATCH,
C162096,NO_MATCH,
C692215,NO_MATCH,
C611535,NO_MATCH,
